id,exclusion_id,trial_id,created_at,updated_at
33,12,6,2015-03-30 00:20:02.467066,2015-03-30 00:20:02.467066
34,1,7,2015-03-30 00:22:36.733984,2015-03-30 00:22:36.733984
35,5,7,2015-03-30 00:22:36.735155,2015-03-30 00:22:36.735155
36,6,7,2015-03-30 00:22:36.736254,2015-03-30 00:22:36.736254
37,7,7,2015-03-30 00:22:36.737308,2015-03-30 00:22:36.737308
38,12,7,2015-03-30 00:22:36.738373,2015-03-30 00:22:36.738373
39,15,7,2015-03-30 00:22:36.744797,2015-03-30 00:22:36.744797
40,1,8,2015-03-30 00:24:15.130888,2015-03-30 00:24:15.130888
41,6,8,2015-03-30 00:24:15.131909,2015-03-30 00:24:15.131909
42,7,8,2015-03-30 00:24:15.132831,2015-03-30 00:24:15.132831
43,11,8,2015-03-30 00:24:15.133786,2015-03-30 00:24:15.133786
44,12,8,2015-03-30 00:24:15.134734,2015-03-30 00:24:15.134734
45,1,9,2015-03-30 00:26:45.052613,2015-03-30 00:26:45.052613
46,4,9,2015-03-30 00:26:45.053874,2015-03-30 00:26:45.053874
47,9,9,2015-03-30 00:26:45.055349,2015-03-30 00:26:45.055349
48,16,9,2015-03-30 00:26:45.059639,2015-03-30 00:26:45.059639
49,17,9,2015-03-30 00:26:45.061826,2015-03-30 00:26:45.061826
50,1,10,2015-03-30 00:28:10.809246,2015-03-30 00:28:10.809246
51,12,10,2015-03-30 00:28:10.810484,2015-03-30 00:28:10.810484
52,13,10,2015-03-30 00:28:10.81154,2015-03-30 00:28:10.81154
53,1,11,2015-03-30 00:31:52.067412,2015-03-30 00:31:52.067412
54,2,11,2015-03-30 00:31:52.068946,2015-03-30 00:31:52.068946
55,4,11,2015-03-30 00:31:52.070055,2015-03-30 00:31:52.070055
56,6,11,2015-03-30 00:31:52.071281,2015-03-30 00:31:52.071281
57,7,11,2015-03-30 00:31:52.072385,2015-03-30 00:31:52.072385
58,8,11,2015-03-30 00:31:52.073413,2015-03-30 00:31:52.073413
59,12,11,2015-03-30 00:31:52.074483,2015-03-30 00:31:52.074483
60,1,12,2015-03-30 00:33:30.631103,2015-03-30 00:33:30.631103
61,6,12,2015-03-30 00:33:30.632383,2015-03-30 00:33:30.632383
62,7,12,2015-03-30 00:33:30.63366,2015-03-30 00:33:30.63366
63,12,12,2015-03-30 00:33:30.634779,2015-03-30 00:33:30.634779
64,1,13,2015-03-30 00:35:35.447494,2015-03-30 00:35:35.447494
65,2,13,2015-03-30 00:35:35.448712,2015-03-30 00:35:35.448712
66,6,13,2015-03-30 00:35:35.449754,2015-03-30 00:35:35.449754
67,7,13,2015-03-30 00:35:35.450741,2015-03-30 00:35:35.450741
68,9,13,2015-03-30 00:35:35.451722,2015-03-30 00:35:35.451722
69,16,13,2015-03-30 00:35:35.45267,2015-03-30 00:35:35.45267
70,1,14,2015-03-30 00:39:42.735313,2015-03-30 00:39:42.735313
71,6,14,2015-03-30 00:39:42.73881,2015-03-30 00:39:42.73881
72,7,14,2015-03-30 00:39:42.740246,2015-03-30 00:39:42.740246
73,8,14,2015-03-30 00:39:42.741774,2015-03-30 00:39:42.741774
74,12,14,2015-03-30 00:39:42.742945,2015-03-30 00:39:42.742945
75,1,15,2015-03-30 00:41:35.3675,2015-03-30 00:41:35.3675
76,6,15,2015-03-30 00:41:35.369261,2015-03-30 00:41:35.369261
77,7,15,2015-03-30 00:41:35.370545,2015-03-30 00:41:35.370545
78,12,15,2015-03-30 00:41:35.371711,2015-03-30 00:41:35.371711
79,1,16,2015-03-30 00:44:59.148028,2015-03-30 00:44:59.148028
80,6,16,2015-03-30 00:44:59.149455,2015-03-30 00:44:59.149455
81,7,16,2015-03-30 00:44:59.150647,2015-03-30 00:44:59.150647
82,9,16,2015-03-30 00:44:59.151889,2015-03-30 00:44:59.151889
83,13,16,2015-03-30 00:44:59.153021,2015-03-30 00:44:59.153021
84,17,16,2015-03-30 00:44:59.154028,2015-03-30 00:44:59.154028
85,18,16,2015-03-30 00:44:59.158346,2015-03-30 00:44:59.158346
86,1,17,2015-03-30 00:46:43.999004,2015-03-30 00:46:43.999004
87,4,17,2015-03-30 00:46:43.999981,2015-03-30 00:46:43.999981
88,17,17,2015-03-30 00:46:44.000876,2015-03-30 00:46:44.000876
89,1,18,2015-03-30 00:48:39.214942,2015-03-30 00:48:39.214942
90,6,18,2015-03-30 00:48:39.215964,2015-03-30 00:48:39.215964
91,7,18,2015-03-30 00:48:39.216884,2015-03-30 00:48:39.216884
92,8,18,2015-03-30 00:48:39.217851,2015-03-30 00:48:39.217851
93,9,18,2015-03-30 00:48:39.218783,2015-03-30 00:48:39.218783
94,1,19,2015-03-30 00:50:28.995785,2015-03-30 00:50:28.995785
95,6,19,2015-03-30 00:50:28.996862,2015-03-30 00:50:28.996862
96,7,19,2015-03-30 00:50:28.997807,2015-03-30 00:50:28.997807
97,8,19,2015-03-30 00:50:28.998746,2015-03-30 00:50:28.998746
98,9,19,2015-03-30 00:50:28.999672,2015-03-30 00:50:28.999672
99,11,19,2015-03-30 00:50:29.00088,2015-03-30 00:50:29.00088
100,12,19,2015-03-30 00:50:29.002234,2015-03-30 00:50:29.002234
101,1,20,2015-03-30 00:51:37.115424,2015-03-30 00:51:37.115424
102,9,21,2015-03-30 01:03:49.299604,2015-03-30 01:03:49.299604
103,19,21,2015-03-30 01:03:49.307598,2015-03-30 01:03:49.307598
104,20,21,2015-03-30 01:03:49.31017,2015-03-30 01:03:49.31017
105,2,22,2015-03-30 01:06:06.214171,2015-03-30 01:06:06.214171
106,3,22,2015-03-30 01:06:06.215316,2015-03-30 01:06:06.215316
107,5,22,2015-03-30 01:06:06.216228,2015-03-30 01:06:06.216228
108,19,22,2015-03-30 01:06:06.217136,2015-03-30 01:06:06.217136
109,21,22,2015-03-30 01:06:06.223309,2015-03-30 01:06:06.223309
110,22,22,2015-03-30 01:06:06.2253,2015-03-30 01:06:06.2253
111,4,23,2015-03-30 01:08:21.434835,2015-03-30 01:08:21.434835
112,19,23,2015-03-30 01:08:21.436492,2015-03-30 01:08:21.436492
113,20,23,2015-03-30 01:08:21.438002,2015-03-30 01:08:21.438002
114,21,23,2015-03-30 01:08:21.43941,2015-03-30 01:08:21.43941
115,22,23,2015-03-30 01:08:21.440877,2015-03-30 01:08:21.440877
116,23,23,2015-03-30 01:08:21.445653,2015-03-30 01:08:21.445653
117,24,23,2015-03-30 01:08:21.447793,2015-03-30 01:08:21.447793
118,8,24,2015-03-30 01:10:38.533099,2015-03-30 01:10:38.533099
119,15,24,2015-03-30 01:10:38.534557,2015-03-30 01:10:38.534557
120,20,24,2015-03-30 01:10:38.535876,2015-03-30 01:10:38.535876
121,21,24,2015-03-30 01:10:38.537536,2015-03-30 01:10:38.537536
122,25,24,2015-03-30 01:10:38.54285,2015-03-30 01:10:38.54285
123,26,24,2015-03-30 01:10:38.545249,2015-03-30 01:10:38.545249
124,27,24,2015-03-30 01:10:38.547566,2015-03-30 01:10:38.547566
125,2,25,2015-03-30 01:12:59.822065,2015-03-30 01:12:59.822065
126,4,25,2015-03-30 01:12:59.823611,2015-03-30 01:12:59.823611
127,21,25,2015-03-30 01:12:59.825098,2015-03-30 01:12:59.825098
128,25,25,2015-03-30 01:12:59.826585,2015-03-30 01:12:59.826585
129,28,25,2015-03-30 01:12:59.832536,2015-03-30 01:12:59.832536
130,29,25,2015-03-30 01:12:59.835232,2015-03-30 01:12:59.835232
131,3,26,2015-03-30 01:19:51.82933,2015-03-30 01:19:51.82933
132,6,26,2015-03-30 01:19:51.830643,2015-03-30 01:19:51.830643
133,7,26,2015-03-30 01:19:51.831858,2015-03-30 01:19:51.831858
134,13,26,2015-03-30 01:19:51.833067,2015-03-30 01:19:51.833067
135,20,26,2015-03-30 01:19:51.83412,2015-03-30 01:19:51.83412
136,21,26,2015-03-30 01:19:51.835173,2015-03-30 01:19:51.835173
137,28,26,2015-03-30 01:19:51.836201,2015-03-30 01:19:51.836201
138,2,27,2015-03-30 01:22:50.83206,2015-03-30 01:22:50.83206
139,6,27,2015-03-30 01:22:50.833576,2015-03-30 01:22:50.833576
140,7,27,2015-03-30 01:22:50.834862,2015-03-30 01:22:50.834862
141,9,27,2015-03-30 01:22:50.836138,2015-03-30 01:22:50.836138
142,20,27,2015-03-30 01:22:50.837338,2015-03-30 01:22:50.837338
143,21,27,2015-03-30 01:22:50.838496,2015-03-30 01:22:50.838496
144,28,27,2015-03-30 01:22:50.83966,2015-03-30 01:22:50.83966
145,9,28,2015-03-30 01:24:28.987811,2015-03-30 01:24:28.987811
146,16,28,2015-03-30 01:24:28.989101,2015-03-30 01:24:28.989101
147,19,28,2015-03-30 01:24:28.990322,2015-03-30 01:24:28.990322
148,20,28,2015-03-30 01:24:28.992032,2015-03-30 01:24:28.992032
149,8,29,2015-03-30 01:25:51.280171,2015-03-30 01:25:51.280171
150,19,29,2015-03-30 01:25:51.281597,2015-03-30 01:25:51.281597
151,5,30,2015-03-30 01:27:54.30511,2015-03-30 01:27:54.30511
152,30,30,2015-03-30 01:27:54.309484,2015-03-30 01:27:54.309484
153,6,31,2015-03-30 01:31:22.533723,2015-03-30 01:31:22.533723
154,7,31,2015-03-30 01:31:22.534958,2015-03-30 01:31:22.534958
155,8,31,2015-03-30 01:31:22.536119,2015-03-30 01:31:22.536119
156,19,31,2015-03-30 01:31:22.537172,2015-03-30 01:31:22.537172
157,21,31,2015-03-30 01:31:22.538259,2015-03-30 01:31:22.538259
158,22,31,2015-03-30 01:31:22.539301,2015-03-30 01:31:22.539301
159,3,32,2015-03-30 01:33:09.602875,2015-03-30 01:33:09.602875
160,5,32,2015-03-30 01:33:09.604278,2015-03-30 01:33:09.604278
161,6,32,2015-03-30 01:33:09.605552,2015-03-30 01:33:09.605552
162,19,32,2015-03-30 01:33:09.606807,2015-03-30 01:33:09.606807
163,20,32,2015-03-30 01:33:09.607952,2015-03-30 01:33:09.607952
164,13,33,2015-03-30 01:35:13.898588,2015-03-30 01:35:13.898588
165,16,33,2015-03-30 01:35:13.899675,2015-03-30 01:35:13.899675
166,19,33,2015-03-30 01:35:13.900605,2015-03-30 01:35:13.900605
167,20,33,2015-03-30 01:35:13.901537,2015-03-30 01:35:13.901537
168,30,33,2015-03-30 01:35:13.90242,2015-03-30 01:35:13.90242
169,2,34,2015-03-30 01:37:19.586154,2015-03-30 01:37:19.586154
170,5,34,2015-03-30 01:37:19.587642,2015-03-30 01:37:19.587642
171,9,34,2015-03-30 01:37:19.589047,2015-03-30 01:37:19.589047
172,16,34,2015-03-30 01:37:19.590597,2015-03-30 01:37:19.590597
173,19,34,2015-03-30 01:37:19.592008,2015-03-30 01:37:19.592008
174,3,35,2015-03-30 01:39:13.863847,2015-03-30 01:39:13.863847
175,13,35,2015-03-30 01:39:13.865434,2015-03-30 01:39:13.865434
176,16,35,2015-03-30 01:39:13.866663,2015-03-30 01:39:13.866663
177,19,35,2015-03-30 01:39:13.867982,2015-03-30 01:39:13.867982
178,23,35,2015-03-30 01:39:13.869017,2015-03-30 01:39:13.869017
179,3,36,2015-03-30 01:43:12.824844,2015-03-30 01:43:12.824844
180,5,36,2015-03-30 01:43:12.826264,2015-03-30 01:43:12.826264
181,8,36,2015-03-30 01:43:12.827456,2015-03-30 01:43:12.827456
182,21,36,2015-03-30 01:43:12.828542,2015-03-30 01:43:12.828542
183,25,36,2015-03-30 01:43:12.829619,2015-03-30 01:43:12.829619
184,30,36,2015-03-30 01:43:12.830756,2015-03-30 01:43:12.830756
185,8,37,2015-03-30 01:45:02.739161,2015-03-30 01:45:02.739161
186,19,37,2015-03-30 01:45:02.740303,2015-03-30 01:45:02.740303
187,21,37,2015-03-30 01:45:02.741319,2015-03-30 01:45:02.741319
188,27,37,2015-03-30 01:45:02.742318,2015-03-30 01:45:02.742318
189,15,38,2015-03-30 01:46:46.991656,2015-03-30 01:46:46.991656
190,19,38,2015-03-30 01:46:46.99312,2015-03-30 01:46:46.99312
191,20,38,2015-03-30 01:46:46.99436,2015-03-30 01:46:46.99436
192,2,39,2015-03-30 01:48:29.839102,2015-03-30 01:48:29.839102
193,3,39,2015-03-30 01:48:29.840725,2015-03-30 01:48:29.840725
194,9,39,2015-03-30 01:48:29.842724,2015-03-30 01:48:29.842724
195,16,39,2015-03-30 01:48:29.843956,2015-03-30 01:48:29.843956
196,19,39,2015-03-30 01:48:29.845136,2015-03-30 01:48:29.845136
197,3,40,2015-03-30 01:49:48.315931,2015-03-30 01:49:48.315931
198,5,40,2015-03-30 01:49:48.317555,2015-03-30 01:49:48.317555
199,19,40,2015-03-30 01:49:48.319188,2015-03-30 01:49:48.319188
200,21,40,2015-03-30 01:49:48.320758,2015-03-30 01:49:48.320758
201,30,40,2015-03-30 01:49:48.321957,2015-03-30 01:49:48.321957
202,1,41,2015-03-30 01:58:48.968326,2015-03-30 01:58:48.968326
203,9,41,2015-03-30 01:58:48.969741,2015-03-30 01:58:48.969741
204,31,41,2015-03-30 01:58:48.978775,2015-03-30 01:58:48.978775
205,1,42,2015-03-30 02:00:23.462339,2015-03-30 02:00:23.462339
206,31,42,2015-03-30 02:00:23.463509,2015-03-30 02:00:23.463509
207,32,42,2015-03-30 02:00:23.467758,2015-03-30 02:00:23.467758
208,1,43,2015-03-30 02:11:24.284753,2015-03-30 02:11:24.284753
209,33,43,2015-03-30 02:11:24.288439,2015-03-30 02:11:24.288439
210,34,43,2015-03-30 02:11:24.29066,2015-03-30 02:11:24.29066
211,1,44,2015-03-30 02:12:31.156134,2015-03-30 02:12:31.156134
212,21,44,2015-03-30 02:12:31.157448,2015-03-30 02:12:31.157448
213,1,45,2015-03-30 02:14:43.9846,2015-03-30 02:14:43.9846
214,2,45,2015-03-30 02:14:43.986173,2015-03-30 02:14:43.986173
215,5,45,2015-03-30 02:14:43.987383,2015-03-30 02:14:43.987383
216,6,45,2015-03-30 02:14:43.988511,2015-03-30 02:14:43.988511
217,7,45,2015-03-30 02:14:43.989605,2015-03-30 02:14:43.989605
218,12,45,2015-03-30 02:14:43.990671,2015-03-30 02:14:43.990671
219,35,45,2015-03-30 02:14:43.996404,2015-03-30 02:14:43.996404
220,1,46,2015-03-30 02:17:39.148913,2015-03-30 02:17:39.148913
221,8,46,2015-03-30 02:17:39.150263,2015-03-30 02:17:39.150263
222,9,46,2015-03-30 02:17:39.151443,2015-03-30 02:17:39.151443
223,32,46,2015-03-30 02:17:39.152618,2015-03-30 02:17:39.152618
224,6,47,2015-03-30 02:19:15.381852,2015-03-30 02:19:15.381852
225,9,47,2015-03-30 02:19:15.383137,2015-03-30 02:19:15.383137
226,16,47,2015-03-30 02:19:15.384333,2015-03-30 02:19:15.384333
227,34,47,2015-03-30 02:19:15.385493,2015-03-30 02:19:15.385493
228,36,47,2015-03-30 02:19:15.389904,2015-03-30 02:19:15.389904
229,34,48,2015-03-30 02:21:06.065465,2015-03-30 02:21:06.065465
230,37,48,2015-03-30 02:21:06.069838,2015-03-30 02:21:06.069838
231,38,48,2015-03-30 02:21:06.07238,2015-03-30 02:21:06.07238
232,1,49,2015-03-30 02:22:52.948572,2015-03-30 02:22:52.948572
233,6,49,2015-03-30 02:22:52.950068,2015-03-30 02:22:52.950068
234,7,49,2015-03-30 02:22:52.951365,2015-03-30 02:22:52.951365
235,9,49,2015-03-30 02:22:52.952584,2015-03-30 02:22:52.952584
236,1,50,2015-03-30 02:24:29.148381,2015-03-30 02:24:29.148381
237,6,50,2015-03-30 02:24:29.149961,2015-03-30 02:24:29.149961
238,7,50,2015-03-30 02:24:29.151593,2015-03-30 02:24:29.151593
239,8,50,2015-03-30 02:24:29.153088,2015-03-30 02:24:29.153088
240,9,50,2015-03-30 02:24:29.154322,2015-03-30 02:24:29.154322
241,14,50,2015-03-30 02:24:29.155537,2015-03-30 02:24:29.155537
242,39,50,2015-03-30 02:24:29.160292,2015-03-30 02:24:29.160292
243,1,51,2015-03-30 02:29:46.78751,2015-03-30 02:29:46.78751
244,5,51,2015-03-30 02:29:46.789656,2015-03-30 02:29:46.789656
245,13,51,2015-03-30 02:29:46.791171,2015-03-30 02:29:46.791171
246,6,52,2015-03-30 02:32:52.602293,2015-03-30 02:32:52.602293
247,7,52,2015-03-30 02:32:52.603496,2015-03-30 02:32:52.603496
248,23,52,2015-03-30 02:32:52.604499,2015-03-30 02:32:52.604499
249,40,52,2015-03-30 02:32:52.610792,2015-03-30 02:32:52.610792
250,1,53,2015-03-30 02:35:04.986553,2015-03-30 02:35:04.986553
251,15,53,2015-03-30 02:35:04.987796,2015-03-30 02:35:04.987796
252,41,53,2015-03-30 02:35:04.99385,2015-03-30 02:35:04.99385
253,42,53,2015-03-30 02:35:04.995844,2015-03-30 02:35:04.995844
254,1,54,2015-03-30 02:36:59.812305,2015-03-30 02:36:59.812305
255,4,54,2015-03-30 02:36:59.813866,2015-03-30 02:36:59.813866
256,43,54,2015-03-30 02:36:59.820734,2015-03-30 02:36:59.820734
257,6,55,2015-03-30 02:38:45.44949,2015-03-30 02:38:45.44949
258,28,55,2015-03-30 02:38:45.450614,2015-03-30 02:38:45.450614
259,1,56,2015-03-30 02:41:23.796087,2015-03-30 02:41:23.796087
260,9,56,2015-03-30 02:41:23.797527,2015-03-30 02:41:23.797527
261,1,57,2015-03-30 02:43:51.994333,2015-03-30 02:43:51.994333
262,6,57,2015-03-30 02:43:51.995882,2015-03-30 02:43:51.995882
263,7,57,2015-03-30 02:43:51.997201,2015-03-30 02:43:51.997201
264,27,57,2015-03-30 02:43:51.998532,2015-03-30 02:43:51.998532
265,44,57,2015-03-30 02:43:52.006094,2015-03-30 02:43:52.006094
266,45,57,2015-03-30 02:43:52.008191,2015-03-30 02:43:52.008191
267,1,58,2015-03-30 02:46:00.880304,2015-03-30 02:46:00.880304
268,27,58,2015-03-30 02:46:00.881821,2015-03-30 02:46:00.881821
269,1,59,2015-03-30 02:47:24.532562,2015-03-30 02:47:24.532562
270,8,59,2015-03-30 02:47:24.533883,2015-03-30 02:47:24.533883
271,1,60,2015-03-30 02:49:29.74527,2015-03-30 02:49:29.74527
272,2,60,2015-03-30 02:49:29.746574,2015-03-30 02:49:29.746574
273,6,60,2015-03-30 02:49:29.747757,2015-03-30 02:49:29.747757
274,7,60,2015-03-30 02:49:29.748944,2015-03-30 02:49:29.748944
275,15,60,2015-03-30 02:49:29.749967,2015-03-30 02:49:29.749967
276,1,61,2015-03-30 02:52:04.421405,2015-03-30 02:52:04.421405
277,27,61,2015-03-30 02:52:04.422708,2015-03-30 02:52:04.422708
278,1,62,2015-03-30 02:54:07.986109,2015-03-30 02:54:07.986109
279,2,62,2015-03-30 02:54:07.987261,2015-03-30 02:54:07.987261
280,9,62,2015-03-30 02:54:07.988364,2015-03-30 02:54:07.988364
281,15,62,2015-03-30 02:54:07.989468,2015-03-30 02:54:07.989468
282,1,63,2015-03-30 02:55:43.93267,2015-03-30 02:55:43.93267
283,4,63,2015-03-30 02:55:43.934116,2015-03-30 02:55:43.934116
284,6,63,2015-03-30 02:55:43.935456,2015-03-30 02:55:43.935456
285,7,63,2015-03-30 02:55:43.936538,2015-03-30 02:55:43.936538
286,27,63,2015-03-30 02:55:43.937688,2015-03-30 02:55:43.937688
287,44,63,2015-03-30 02:55:43.939081,2015-03-30 02:55:43.939081
288,45,63,2015-03-30 02:55:43.940546,2015-03-30 02:55:43.940546
289,1,64,2015-03-30 02:57:21.97568,2015-03-30 02:57:21.97568
290,6,64,2015-03-30 02:57:21.977136,2015-03-30 02:57:21.977136
291,7,64,2015-03-30 02:57:21.978553,2015-03-30 02:57:21.978553
292,46,64,2015-03-30 02:57:21.982912,2015-03-30 02:57:21.982912
293,1,65,2015-03-30 02:59:08.347349,2015-03-30 02:59:08.347349
294,6,65,2015-03-30 02:59:08.348967,2015-03-30 02:59:08.348967
295,7,65,2015-03-30 02:59:08.350912,2015-03-30 02:59:08.350912
296,9,65,2015-03-30 02:59:08.352603,2015-03-30 02:59:08.352603
297,15,65,2015-03-30 02:59:08.353946,2015-03-30 02:59:08.353946
298,1,66,2015-03-30 03:07:33.913235,2015-03-30 03:07:33.913235
299,6,66,2015-03-30 03:07:33.914715,2015-03-30 03:07:33.914715
300,7,66,2015-03-30 03:07:33.916092,2015-03-30 03:07:33.916092
301,1,67,2015-03-30 03:09:34.930679,2015-03-30 03:09:34.930679
302,6,67,2015-03-30 03:09:34.932137,2015-03-30 03:09:34.932137
303,7,67,2015-03-30 03:09:34.933398,2015-03-30 03:09:34.933398
304,23,67,2015-03-30 03:09:34.934632,2015-03-30 03:09:34.934632
305,1,68,2015-03-30 03:10:51.657268,2015-03-30 03:10:51.657268
306,9,68,2015-03-30 03:10:51.658434,2015-03-30 03:10:51.658434
307,1,69,2015-03-30 03:12:13.546163,2015-03-30 03:12:13.546163
308,6,69,2015-03-30 03:12:13.547649,2015-03-30 03:12:13.547649
309,7,69,2015-03-30 03:12:13.549503,2015-03-30 03:12:13.549503
310,27,69,2015-03-30 03:12:13.550939,2015-03-30 03:12:13.550939
311,44,69,2015-03-30 03:12:13.552085,2015-03-30 03:12:13.552085
312,45,69,2015-03-30 03:12:13.553158,2015-03-30 03:12:13.553158
313,1,70,2015-03-30 03:14:03.185875,2015-03-30 03:14:03.185875
314,6,70,2015-03-30 03:14:03.187239,2015-03-30 03:14:03.187239
315,7,70,2015-03-30 03:14:03.188294,2015-03-30 03:14:03.188294
316,16,70,2015-03-30 03:14:03.189391,2015-03-30 03:14:03.189391
317,27,70,2015-03-30 03:14:03.190426,2015-03-30 03:14:03.190426
318,47,70,2015-03-30 03:14:03.194574,2015-03-30 03:14:03.194574
319,48,70,2015-03-30 03:14:03.196997,2015-03-30 03:14:03.196997
320,49,70,2015-03-30 03:14:03.199028,2015-03-30 03:14:03.199028
321,1,71,2015-03-30 03:16:49.598403,2015-03-30 03:16:49.598403
322,6,71,2015-03-30 03:16:49.599952,2015-03-30 03:16:49.599952
323,7,71,2015-03-30 03:16:49.601163,2015-03-30 03:16:49.601163
324,8,71,2015-03-30 03:16:49.602328,2015-03-30 03:16:49.602328
325,1,72,2015-03-30 03:18:28.585455,2015-03-30 03:18:28.585455
326,6,72,2015-03-30 03:18:28.586761,2015-03-30 03:18:28.586761
327,7,72,2015-03-30 03:18:28.587873,2015-03-30 03:18:28.587873
328,28,72,2015-03-30 03:18:28.588994,2015-03-30 03:18:28.588994
329,34,72,2015-03-30 03:18:28.589994,2015-03-30 03:18:28.589994
330,1,73,2015-03-30 03:20:31.109398,2015-03-30 03:20:31.109398
331,6,73,2015-03-30 03:20:31.110737,2015-03-30 03:20:31.110737
332,7,73,2015-03-30 03:20:31.111987,2015-03-30 03:20:31.111987
333,16,73,2015-03-30 03:20:31.113223,2015-03-30 03:20:31.113223
334,1,74,2015-03-30 03:21:54.585414,2015-03-30 03:21:54.585414
335,50,74,2015-03-30 03:21:54.589383,2015-03-30 03:21:54.589383
336,51,74,2015-03-30 03:21:54.592666,2015-03-30 03:21:54.592666
337,1,75,2015-03-30 03:23:58.774739,2015-03-30 03:23:58.774739
338,1,76,2015-03-30 03:26:58.818839,2015-03-30 03:26:58.818839
339,6,76,2015-03-30 03:26:58.820349,2015-03-30 03:26:58.820349
340,7,76,2015-03-30 03:26:58.821662,2015-03-30 03:26:58.821662
341,12,76,2015-03-30 03:26:58.822821,2015-03-30 03:26:58.822821
342,52,76,2015-03-30 03:26:58.829565,2015-03-30 03:26:58.829565
343,1,77,2015-03-30 03:28:30.790364,2015-03-30 03:28:30.790364
344,53,77,2015-03-30 03:28:30.794437,2015-03-30 03:28:30.794437
345,1,78,2015-03-30 03:30:17.305991,2015-03-30 03:30:17.305991
346,6,78,2015-03-30 03:30:17.307512,2015-03-30 03:30:17.307512
347,7,78,2015-03-30 03:30:17.308651,2015-03-30 03:30:17.308651
348,9,78,2015-03-30 03:30:17.309769,2015-03-30 03:30:17.309769
349,12,78,2015-03-30 03:30:17.310779,2015-03-30 03:30:17.310779
350,32,78,2015-03-30 03:30:17.311798,2015-03-30 03:30:17.311798
351,1,79,2015-03-30 03:32:11.769072,2015-03-30 03:32:11.769072
352,2,79,2015-03-30 03:32:11.770274,2015-03-30 03:32:11.770274
353,4,79,2015-03-30 03:32:11.771409,2015-03-30 03:32:11.771409
354,6,79,2015-03-30 03:32:11.77237,2015-03-30 03:32:11.77237
355,7,79,2015-03-30 03:32:11.773278,2015-03-30 03:32:11.773278
356,16,79,2015-03-30 03:32:11.774188,2015-03-30 03:32:11.774188
357,22,79,2015-03-30 03:32:11.775144,2015-03-30 03:32:11.775144
358,52,79,2015-03-30 03:32:11.776048,2015-03-30 03:32:11.776048
359,54,79,2015-03-30 03:32:11.780671,2015-03-30 03:32:11.780671
360,1,80,2015-03-30 03:33:27.364263,2015-03-30 03:33:27.364263
361,6,80,2015-03-30 03:33:27.365567,2015-03-30 03:33:27.365567
362,7,80,2015-03-30 03:33:27.366766,2015-03-30 03:33:27.366766
363,52,80,2015-03-30 03:33:27.367883,2015-03-30 03:33:27.367883
364,1,81,2015-03-30 03:36:00.337426,2015-03-30 03:36:00.337426
365,6,81,2015-03-30 03:36:00.339127,2015-03-30 03:36:00.339127
366,1,82,2015-03-30 03:37:01.494193,2015-03-30 03:37:01.494193
367,16,82,2015-03-30 03:37:01.495605,2015-03-30 03:37:01.495605
